customer_ID,sex,registration_date,first_rent_date,customer_age
132,male,27.08.20 00:16,29.08.20 01:08,23
133,female,26.08.20 23:51,27.08.20 00:51,26
134,male,26.08.20 23:09,27.08.20 00:09,39
135,male,26.08.20 22:27,27.08.20 06:24,63
136,male,26.08.20 22:16,27.08.20 13:03,32
137,male,26.08.20 21:35,30.08.20 01:25,24
138,male,26.08.20 21:21,26.08.20 22:25,31
139,female,26.08.20 20:01,27.08.20 01:41,23
140,male,26.08.20 19:45,26.08.20 21:45,42
141,male,26.08.20 19:22,26.08.20 20:56,41
142,male,26.08.20 19:18,26.08.20 21:18,20
143,female,26.08.20 19:14,26.08.20 19:48,30
144,female,26.08.20 17:57,26.08.20 20:18,29
145,female,26.08.20 17:42,26.08.20 21:19,21
146,male,26.08.20 16:41,27.08.20 12:15,61
147,male,26.08.20 16:06,26.08.20 23:19,25
148,female,26.08.20 13:46,28.08.20 19:20,21
149,male,26.08.20 13:32,29.08.20 13:48,32
150,male,26.08.20 13:25,26.08.20 17:17,26
151,male,26.08.20 13:00,26.08.20 14:35,22
152,male,26.08.20 12:33,26.08.20 15:06,52
153,male,26.08.20 11:58,26.08.20 12:58,24
154,female,26.08.20 10:41,28.08.20 17:58,33
155,male,26.08.20 05:24,26.08.20 17:26,51
156,male,25.08.20 23:28,26.08.20 22:03,19
157,male,25.08.20 23:15,25.08.20 23:59,24
158,male,25.08.20 22:30,25.08.20 23:40,24
159,male,25.08.20 21:21,26.08.20 11:32,50
160,male,25.08.20 20:24,26.08.20 12:48,27
161,male,25.08.20 19:59,26.08.20 11:43,42
162,female,25.08.20 19:40,25.08.20 21:57,20
163,male,25.08.20 19:10,27.08.20 20:01,40
164,female,25.08.20 18:11,26.08.20 09:54,30
165,female,25.08.20 17:43,25.08.20 20:59,34
166,female,25.08.20 16:21,25.08.20 16:55,30
167,female,25.08.20 16:20,25.08.20 23:40,26
168,male,25.08.20 16:15,26.08.20 08:43,21
169,male,25.08.20 15:31,25.08.20 20:07,30
170,male,25.08.20 14:56,25.08.20 19:38,61
171,male,25.08.20 14:35,25.08.20 15:04,41
172,male,25.08.20 14:24,25.08.20 23:37,21
173,male,25.08.20 13:48,25.08.20 20:22,35
174,male,25.08.20 13:14,25.08.20 15:32,34
175,male,25.08.20 12:59,25.08.20 13:56,19
176,female,25.08.20 12:53,26.08.20 13:29,43
177,female,25.08.20 12:18,25.08.20 15:31,39
178,male,25.08.20 12:05,31.08.20 18:27,26
179,female,25.08.20 11:20,27.08.20 23:41,25
180,unknown,25.08.20 11:18,01.01.00 00:00,120
181,male,25.08.20 10:44,26.08.20 18:25,37
182,male,25.08.20 10:34,25.08.20 12:42,23
183,male,25.08.20 09:45,25.08.20 14:58,31
184,male,25.08.20 09:38,25.08.20 12:46,28
185,male,25.08.20 08:18,26.08.20 10:46,42
186,male,25.08.20 07:50,25.08.20 08:51,42
187,female,25.08.20 07:17,26.08.20 19:12,44
188,male,25.08.20 03:46,25.08.20 04:04,24
189,male,25.08.20 01:41,26.08.20 04:45,46
190,male,25.08.20 00:37,25.08.20 14:01,23
191,male,24.08.20 23:14,25.08.20 00:21,23
192,male,24.08.20 21:40,24.08.20 23:37,42
193,male,24.08.20 20:23,24.08.20 23:55,20
194,female,24.08.20 20:19,24.08.20 22:01,31
195,male,24.08.20 20:18,24.08.20 21:52,28
196,male,24.08.20 20:13,25.08.20 08:32,50
197,female,24.08.20 19:35,24.08.20 19:59,22
198,male,24.08.20 19:29,25.08.20 19:19,41
199,female,24.08.20 19:23,24.08.20 20:14,36
200,male,24.08.20 18:57,27.08.20 10:14,42
201,male,24.08.20 18:26,24.08.20 21:11,42
202,male,24.08.20 18:16,24.08.20 20:41,68
203,male,24.08.20 17:13,27.08.20 23:56,29
204,male,24.08.20 17:12,25.08.20 17:04,26
205,male,24.08.20 16:51,26.08.20 00:27,24
206,male,24.08.20 15:31,24.08.20 17:14,24
207,male,24.08.20 14:31,24.08.20 21:32,20
208,male,24.08.20 14:18,25.08.20 22:28,22
209,male,24.08.20 14:06,25.08.20 15:11,37
210,female,24.08.20 13:50,27.08.20 18:44,33
211,male,24.08.20 13:49,24.08.20 14:17,45
212,female,24.08.20 12:57,24.08.20 18:34,32
213,male,24.08.20 12:02,26.08.20 12:47,33
214,female,24.08.20 12:01,24.08.20 13:14,23
215,male,24.08.20 11:38,26.08.20 13:23,59
216,female,24.08.20 11:25,31.08.20 15:35,27
217,female,24.08.20 11:19,25.08.20 10:50,33
218,male,24.08.20 11:17,26.08.20 09:42,38
219,female,24.08.20 10:10,24.08.20 18:27,43
220,female,24.08.20 07:39,24.08.20 13:17,52
221,male,24.08.20 00:55,24.08.20 08:07,33
222,male,24.08.20 00:41,26.08.20 11:12,27
223,male,24.08.20 00:35,24.08.20 01:06,23
224,male,23.08.20 23:40,27.08.20 09:48,41
225,male,23.08.20 23:08,24.08.20 00:02,21
226,male,23.08.20 23:06,27.08.20 11:36,20
227,male,23.08.20 22:44,24.08.20 05:33,31
228,male,23.08.20 21:14,24.08.20 01:59,21
229,male,23.08.20 20:33,23.08.20 21:17,28
230,male,23.08.20 20:25,28.08.20 15:33,22
231,male,23.08.20 20:16,29.08.20 10:52,30
232,male,23.08.20 19:38,31.08.20 15:02,40
233,male,23.08.20 19:29,24.08.20 20:15,61
234,male,23.08.20 19:17,23.08.20 19:51,30
235,male,23.08.20 19:13,23.08.20 19:53,50
236,male,23.08.20 18:40,23.08.20 19:49,37
237,male,23.08.20 18:00,29.08.20 19:05,31
238,female,23.08.20 17:13,25.08.20 11:26,22
239,male,23.08.20 17:06,23.08.20 20:09,24
240,male,23.08.20 17:02,23.08.20 17:48,24
241,female,23.08.20 16:46,23.08.20 17:55,41
242,female,23.08.20 16:32,23.08.20 17:16,29
243,male,23.08.20 15:13,23.08.20 18:16,23
244,male,23.08.20 14:50,23.08.20 16:05,28
245,female,23.08.20 14:37,23.08.20 15:20,23
246,male,23.08.20 14:12,23.08.20 15:40,32
247,male,23.08.20 13:58,23.08.20 15:14,35
248,female,23.08.20 13:45,23.08.20 15:50,26
249,male,23.08.20 13:42,24.08.20 01:22,25
250,female,23.08.20 13:36,24.08.20 19:32,46
251,male,23.08.20 13:07,23.08.20 15:50,27
252,male,23.08.20 13:05,23.08.20 16:34,34
253,male,23.08.20 12:47,23.08.20 19:18,61
254,male,23.08.20 12:43,23.08.20 13:19,30
255,male,23.08.20 11:39,23.08.20 16:51,25
256,male,23.08.20 11:20,23.08.20 12:37,43
257,male,23.08.20 11:17,24.08.20 16:20,20
258,male,23.08.20 10:43,23.08.20 16:12,52
259,male,23.08.20 10:36,23.08.20 10:58,33
260,female,23.08.20 10:33,23.08.20 15:04,39
261,male,23.08.20 09:31,23.08.20 09:45,38
262,female,23.08.20 09:09,24.08.20 10:07,34
263,male,23.08.20 08:29,28.08.20 18:40,58
264,female,23.08.20 07:35,23.08.20 13:52,21
265,female,23.08.20 03:38,23.08.20 04:48,24
266,male,23.08.20 01:18,23.08.20 01:49,34
267,female,23.08.20 00:53,23.08.20 01:24,23
268,male,23.08.20 00:19,23.08.20 21:49,36
269,female,23.08.20 00:08,23.08.20 01:06,25
270,male,22.08.20 22:31,23.08.20 18:18,32
271,male,22.08.20 22:17,22.08.20 22:49,25
272,female,22.08.20 19:41,22.08.20 22:31,31
273,male,22.08.20 18:43,22.08.20 21:56,25
274,male,22.08.20 18:16,28.08.20 15:48,44
275,female,22.08.20 18:14,22.08.20 21:14,32
276,female,22.08.20 17:37,29.08.20 16:15,26
277,female,22.08.20 17:36,24.08.20 17:21,60
278,male,22.08.20 17:29,23.08.20 15:14,29
279,female,22.08.20 17:27,23.08.20 03:21,23
280,female,22.08.20 16:52,22.08.20 17:59,23
281,male,22.08.20 16:30,22.08.20 17:25,27
282,male,22.08.20 16:16,24.08.20 20:52,61
283,male,22.08.20 16:07,22.08.20 19:11,39
284,female,22.08.20 16:06,22.08.20 18:53,68
285,female,22.08.20 15:50,22.08.20 16:57,40
286,male,22.08.20 15:24,25.08.20 16:49,24
287,male,22.08.20 15:13,22.08.20 17:09,22
288,female,22.08.20 15:01,26.08.20 00:00,61
289,female,22.08.20 14:49,23.08.20 20:21,30
290,male,22.08.20 14:30,22.08.20 17:17,32
291,male,22.08.20 14:10,27.08.20 21:18,28
292,male,22.08.20 13:53,22.08.20 22:08,25
293,male,22.08.20 13:36,24.08.20 09:31,73
294,female,22.08.20 13:18,30.08.20 12:25,48
295,male,22.08.20 13:16,22.08.20 22:54,45
296,female,22.08.20 12:22,23.08.20 15:24,21
297,female,22.08.20 12:18,24.08.20 08:56,30
298,female,22.08.20 11:29,22.08.20 17:46,48
299,male,22.08.20 09:42,22.08.20 11:27,27
300,male,22.08.20 09:17,23.08.20 12:04,31
301,female,22.08.20 01:46,22.08.20 08:08,26
302,male,22.08.20 01:05,25.08.20 23:39,34
303,male,22.08.20 00:44,22.08.20 02:34,30
304,male,22.08.20 00:40,22.08.20 03:45,19
305,male,22.08.20 00:22,27.08.20 00:18,23
306,male,22.08.20 00:10,26.08.20 22:35,47
307,male,21.08.20 23:12,28.08.20 12:44,24
308,female,21.08.20 21:49,22.08.20 18:30,36
309,male,21.08.20 20:22,21.08.20 22:48,21
310,female,21.08.20 20:16,28.08.20 17:36,55
311,male,21.08.20 19:12,21.08.20 20:01,24
312,male,21.08.20 18:29,21.08.20 20:05,30
313,female,21.08.20 18:29,22.08.20 17:07,47
314,male,21.08.20 17:53,22.08.20 14:16,47
315,male,21.08.20 17:39,21.08.20 18:32,49
316,female,21.08.20 17:33,21.08.20 17:54,50
317,male,21.08.20 17:08,21.08.20 21:04,29
318,male,21.08.20 17:07,27.08.20 15:47,20
319,male,21.08.20 17:04,23.08.20 10:00,40
320,female,21.08.20 16:48,21.08.20 18:42,20
321,female,21.08.20 16:23,28.08.20 00:48,24
322,female,21.08.20 15:22,25.08.20 14:43,49
323,male,21.08.20 14:56,26.08.20 10:47,41
324,female,21.08.20 14:42,22.08.20 14:51,48
325,male,21.08.20 14:40,22.08.20 10:25,40
326,female,21.08.20 13:44,23.08.20 16:00,24
327,female,21.08.20 13:01,21.08.20 17:50,41
328,female,21.08.20 12:04,21.08.20 19:42,35
329,male,21.08.20 11:50,21.08.20 15:52,34
330,male,21.08.20 10:47,21.08.20 13:33,54
331,male,21.08.20 09:57,21.08.20 12:08,36
332,male,21.08.20 08:44,21.08.20 12:00,24
333,male,21.08.20 08:39,21.08.20 09:08,38
334,male,21.08.20 08:01,22.08.20 18:45,30
335,male,21.08.20 07:07,21.08.20 07:45,24
336,male,21.08.20 00:28,24.08.20 06:15,29
337,male,20.08.20 21:39,28.08.20 22:28,21
338,male,20.08.20 21:18,23.08.20 11:58,27
339,male,20.08.20 19:41,27.08.20 14:32,31
340,male,20.08.20 18:47,21.08.20 00:53,25
341,male,20.08.20 18:05,31.08.20 14:22,28
342,female,20.08.20 17:52,21.08.20 16:27,30
343,male,20.08.20 17:48,26.08.20 17:20,24
344,male,20.08.20 16:57,20.08.20 17:18,29
345,male,20.08.20 15:47,20.08.20 23:27,24
346,female,20.08.20 15:37,20.08.20 16:47,33
347,female,20.08.20 15:08,25.08.20 15:20,25
348,male,20.08.20 14:29,20.08.20 18:47,22
349,female,20.08.20 14:10,31.08.20 14:53,36
350,male,20.08.20 14:08,23.08.20 21:32,32
351,male,20.08.20 13:52,20.08.20 17:21,21
352,male,20.08.20 13:46,20.08.20 14:53,35
353,male,20.08.20 13:29,20.08.20 17:02,30
354,male,20.08.20 13:09,22.08.20 13:02,36
355,male,20.08.20 11:40,20.08.20 13:09,38
356,male,20.08.20 11:38,21.08.20 17:43,27
357,male,20.08.20 11:23,29.08.20 14:43,60
358,female,20.08.20 10:49,22.08.20 05:57,37
359,male,20.08.20 10:27,30.08.20 12:43,19
360,female,20.08.20 02:23,27.08.20 21:44,43
361,male,20.08.20 01:00,28.08.20 20:55,20
362,male,19.08.20 22:54,21.08.20 18:40,37
363,male,19.08.20 22:33,20.08.20 23:09,33
364,male,19.08.20 21:54,20.08.20 08:00,33
365,female,19.08.20 21:44,20.08.20 12:02,29
366,male,19.08.20 20:41,19.08.20 21:41,28
367,male,19.08.20 20:39,19.08.20 22:04,23
368,male,19.08.20 20:28,20.08.20 19:06,27
369,male,19.08.20 20:02,20.08.20 21:03,61
370,male,19.08.20 19:55,19.08.20 20:40,51
371,female,19.08.20 19:35,22.08.20 05:39,58
372,male,19.08.20 18:27,19.08.20 19:12,28
373,male,19.08.20 17:23,20.08.20 18:33,48
374,male,19.08.20 17:22,22.08.20 17:58,73
375,male,19.08.20 17:13,19.08.20 19:04,31
376,male,19.08.20 16:36,24.08.20 19:26,30
377,female,19.08.20 16:22,29.08.20 19:19,42
378,male,19.08.20 14:53,19.08.20 16:02,33
379,female,19.08.20 14:01,19.08.20 14:48,40
380,female,19.08.20 13:48,29.08.20 16:24,24
381,male,19.08.20 13:35,28.08.20 22:01,25
382,female,19.08.20 13:28,24.08.20 15:34,45
383,male,19.08.20 13:14,19.08.20 15:25,38
384,unknown,19.08.20 13:01,01.01.00 00:00,120
385,female,19.08.20 12:32,20.08.20 13:29,54
386,male,19.08.20 11:45,19.08.20 14:05,29
387,female,19.08.20 09:54,19.08.20 20:31,31
388,male,19.08.20 09:37,19.08.20 10:28,29
389,male,19.08.20 09:28,19.08.20 19:14,28
390,male,19.08.20 00:15,21.08.20 15:36,31
391,female,19.08.20 00:02,20.08.20 13:05,28
392,male,18.08.20 23:48,19.08.20 10:42,36
393,female,18.08.20 22:56,28.08.20 22:27,25
394,male,18.08.20 22:26,22.08.20 08:33,25
395,male,18.08.20 21:48,21.08.20 18:47,29
396,male,18.08.20 20:59,18.08.20 21:50,41
397,male,18.08.20 20:57,20.08.20 10:50,20
398,male,18.08.20 19:10,18.08.20 21:19,23
399,male,18.08.20 19:01,22.08.20 07:33,30
400,male,18.08.20 18:55,20.08.20 00:42,56
401,female,18.08.20 18:14,19.08.20 17:02,22
402,female,18.08.20 18:07,24.08.20 20:41,56
403,female,18.08.20 17:38,19.08.20 19:29,28
404,female,18.08.20 17:31,19.08.20 20:50,41
405,male,18.08.20 17:26,19.08.20 04:22,26
406,male,18.08.20 17:22,19.08.20 19:41,42
407,female,18.08.20 17:07,26.08.20 13:14,45
408,male,18.08.20 16:35,18.08.20 18:29,41
409,male,18.08.20 16:30,26.08.20 00:33,60
410,male,18.08.20 15:56,19.08.20 22:44,28
411,male,18.08.20 15:50,18.08.20 23:34,24
412,female,18.08.20 15:38,19.08.20 16:34,26
413,female,18.08.20 14:45,20.08.20 13:11,24
414,male,18.08.20 14:40,18.08.20 16:57,50
415,male,18.08.20 14:24,18.08.20 16:07,28
416,female,18.08.20 14:15,30.08.20 10:45,21
417,female,18.08.20 13:48,24.08.20 20:14,27
418,male,18.08.20 12:55,20.08.20 18:03,41
419,male,18.08.20 12:52,18.08.20 14:47,29
420,male,18.08.20 12:48,19.08.20 09:32,35
421,female,18.08.20 12:35,18.08.20 15:02,27
422,male,18.08.20 12:31,18.08.20 19:22,29
423,male,18.08.20 11:31,18.08.20 18:02,22
424,female,18.08.20 11:23,18.08.20 11:49,21
425,female,18.08.20 10:05,18.08.20 14:02,34
426,male,18.08.20 09:39,19.08.20 00:41,54
427,female,18.08.20 09:08,21.08.20 20:15,50
428,male,18.08.20 01:35,18.08.20 01:56,39
429,male,17.08.20 23:56,21.08.20 15:46,33
430,female,17.08.20 23:14,18.08.20 21:06,35
431,male,17.08.20 22:48,18.08.20 16:13,37
432,male,17.08.20 22:08,23.08.20 23:46,24
433,male,17.08.20 21:49,18.08.20 13:21,24
434,male,17.08.20 20:52,23.08.20 12:19,28
435,male,17.08.20 19:38,17.08.20 20:46,27
436,male,17.08.20 18:57,18.08.20 08:10,26
437,male,17.08.20 18:26,18.08.20 20:51,40
438,male,17.08.20 17:08,17.08.20 18:32,40
439,male,17.08.20 16:54,17.08.20 19:22,26
440,male,17.08.20 16:07,18.08.20 17:37,36
441,male,17.08.20 15:04,18.08.20 01:09,22
442,male,17.08.20 14:56,17.08.20 19:30,49
443,female,17.08.20 14:17,18.08.20 16:22,29
444,female,17.08.20 12:24,17.08.20 16:28,25
445,female,17.08.20 12:13,17.08.20 18:06,25
446,female,17.08.20 10:47,25.08.20 23:34,39
447,male,17.08.20 10:37,26.08.20 18:03,34
448,male,17.08.20 10:16,17.08.20 11:00,30
449,male,17.08.20 10:16,24.08.20 18:39,35
450,female,17.08.20 08:33,17.08.20 21:11,25
451,male,17.08.20 02:00,17.08.20 02:53,24
452,female,17.08.20 00:07,17.08.20 02:14,25
453,female,16.08.20 23:26,25.08.20 21:35,24
454,female,16.08.20 22:21,17.08.20 00:14,22
455,male,16.08.20 22:12,17.08.20 04:31,29
456,male,16.08.20 21:41,17.08.20 15:15,25
457,male,16.08.20 21:21,26.08.20 08:59,25
458,male,16.08.20 21:16,16.08.20 21:54,25
459,male,16.08.20 20:37,18.08.20 16:50,37
460,male,16.08.20 20:33,16.08.20 22:17,23
461,male,16.08.20 19:57,17.08.20 00:23,31
462,male,16.08.20 19:55,29.08.20 03:06,25
463,male,16.08.20 19:25,25.08.20 17:59,34
464,male,16.08.20 19:10,16.08.20 19:52,35
465,female,16.08.20 19:02,16.08.20 20:21,32
466,male,16.08.20 18:46,16.08.20 19:26,46
467,female,16.08.20 18:32,16.08.20 20:13,26
468,male,16.08.20 18:29,16.08.20 19:22,22
469,male,16.08.20 18:23,28.08.20 20:09,36
470,male,16.08.20 17:59,18.08.20 09:24,23
471,male,16.08.20 17:41,16.08.20 18:27,19
472,male,16.08.20 16:45,17.08.20 17:46,40
473,female,16.08.20 16:36,22.08.20 21:34,28
474,male,16.08.20 16:27,16.08.20 18:19,25
475,male,16.08.20 16:03,22.08.20 12:07,30
476,male,16.08.20 15:41,16.08.20 20:55,37
477,male,16.08.20 15:35,16.08.20 18:20,28
478,female,16.08.20 15:24,18.08.20 19:21,21
479,female,16.08.20 14:32,16.08.20 21:57,23
480,male,16.08.20 13:34,17.08.20 15:31,22
481,male,16.08.20 13:25,17.08.20 10:05,32
482,female,16.08.20 12:51,24.08.20 13:31,33
483,male,16.08.20 12:16,16.08.20 13:25,41
484,female,16.08.20 11:26,17.08.20 18:34,28
485,female,16.08.20 10:07,16.08.20 21:51,24
486,female,16.08.20 09:44,24.08.20 16:16,27
487,female,16.08.20 08:18,31.08.20 19:50,35
488,female,15.08.20 23:04,17.08.20 18:12,23
489,female,15.08.20 22:39,16.08.20 01:09,40
490,female,15.08.20 22:07,30.08.20 17:33,58
491,female,15.08.20 21:20,16.08.20 19:30,47
492,male,15.08.20 20:31,16.08.20 15:28,28
493,female,15.08.20 20:30,15.08.20 21:49,22
494,male,15.08.20 20:28,15.08.20 23:22,28
495,male,15.08.20 20:17,16.08.20 00:34,32
496,male,15.08.20 19:42,18.08.20 21:21,62
497,female,15.08.20 19:10,15.08.20 19:44,26
498,male,15.08.20 18:10,16.08.20 05:49,26
499,female,15.08.20 17:50,29.08.20 19:19,33
500,female,15.08.20 17:41,15.08.20 23:32,25
501,male,15.08.20 16:54,15.08.20 18:05,37
502,female,15.08.20 16:42,15.08.20 19:02,23
503,male,15.08.20 15:59,15.08.20 20:34,28
504,female,15.08.20 15:52,16.08.20 14:39,40
505,male,15.08.20 15:44,17.08.20 18:55,21
506,male,15.08.20 15:44,15.08.20 17:42,33
507,male,15.08.20 15:23,23.08.20 19:03,27
508,male,15.08.20 15:00,16.08.20 14:37,35
509,female,15.08.20 14:42,19.08.20 18:31,23
510,male,15.08.20 13:54,17.08.20 20:35,42
511,female,15.08.20 12:04,15.08.20 13:39,52
512,female,15.08.20 11:38,15.08.20 15:48,32
513,male,15.08.20 11:35,15.08.20 13:09,56
514,male,15.08.20 11:20,19.08.20 00:54,47
515,female,15.08.20 11:11,20.08.20 21:52,31
516,male,15.08.20 11:04,15.08.20 13:40,23
517,male,15.08.20 11:02,20.08.20 13:27,36
518,female,15.08.20 10:56,15.08.20 13:39,30
519,female,15.08.20 06:16,15.08.20 07:15,33
520,female,15.08.20 03:32,17.08.20 22:00,22
521,male,15.08.20 02:45,15.08.20 04:07,27
522,male,15.08.20 02:17,15.08.20 20:56,23
523,male,15.08.20 01:15,22.08.20 14:53,23
524,female,15.08.20 01:03,15.08.20 01:52,24
525,male,15.08.20 00:03,16.08.20 19:29,24
526,female,14.08.20 23:25,15.08.20 23:57,19
527,female,14.08.20 22:12,15.08.20 00:03,26
528,female,14.08.20 22:03,15.08.20 02:30,33
529,male,14.08.20 21:38,23.08.20 11:59,22
530,female,14.08.20 20:06,18.08.20 20:32,22
531,male,14.08.20 19:58,15.08.20 17:36,23
532,male,14.08.20 19:48,14.08.20 20:15,44
533,female,14.08.20 19:39,16.08.20 16:56,21
534,male,14.08.20 19:31,15.08.20 05:24,22
535,male,14.08.20 19:16,28.08.20 10:26,45
536,female,14.08.20 19:00,14.08.20 19:35,42
