place,package,rent_id,customer_ID,rental_start_date,distance,duration,price,sex,registration_date,first_rent_date,customer_age,rental_start_month,rental_start_year
Berlin,pay_per_minute,b249316d-7,4770,2020-06-13 00:00:00,11,86,15.58,Woman,2020-05-24 10:26:00,2020-05-24 12:15:00,30,6,2020
Berlin,pay_per_minute,d90c9892-c,9025,2020-02-15 00:00:00,8,26,6.52,man,2020-01-25 17:47:00,2020-08-02 13:57:00,32,2,2020
Berlin,pay_per_minute,f26a0334-a,9025,2020-08-02 00:00:00,10,38,5.25,man,2020-01-25 17:47:00,2020-08-02 13:57:00,32,8,2020
Berlin,pay_per_minute,f5707433-8,9025,2020-07-24 00:00:00,7,27,6.77,man,2020-01-25 17:47:00,2020-08-02 13:57:00,32,7,2020
Berlin,pay_per_minute,900ab603-f,9025,2020-08-02 00:00:00,6,30,7.49,man,2020-01-25 17:47:00,2020-08-02 13:57:00,32,8,2020
Berlin,pay_per_minute,16cf5794-5,9025,2020-07-03 00:00:00,6,19,5.67,man,2020-01-25 17:47:00,2020-08-02 13:57:00,32,7,2020
Berlin,pay_per_hour,270660c7-0,5327,2020-12-05 00:00:00,0,21,20.82,Woman,2020-06-05 22:57:00,2020-07-05 02:23:00,27,12,2020
Berlin,pay_per_hour,270660c7-0,5327,2020-12-05 00:00:00,0,21,20.82,Woman,2020-06-05 22:57:00,2020-07-05 02:23:00,27,12,2020
Berlin,pay_per_minute,cdd37716-e,9840,2020-04-14 00:00:00,14,26,6.28,man,2020-01-15 15:58:00,2020-01-15 17:34:00,30,4,2020
Berlin,pay_per_minute,6a1fe9d3-d,9840,2020-05-29 00:00:00,9,40,8.0,man,2020-01-15 15:58:00,2020-01-15 17:34:00,30,5,2020
Berlin,pay_per_minute,e88c1195-7,9840,2020-02-18 00:00:00,4,12,3.68,man,2020-01-15 15:58:00,2020-01-15 17:34:00,30,2,2020
Berlin,pay_per_minute,e7fa5161-2,9840,2020-11-06 00:00:00,8,29,7.25,man,2020-01-15 15:58:00,2020-01-15 17:34:00,30,11,2020
Berlin,pay_per_minute,67c2ac2e-3,9840,2020-02-19 00:00:00,6,36,10.2,man,2020-01-15 15:58:00,2020-01-15 17:34:00,30,2,2020
Berlin,pay_per_minute,c9373f9d-2,9840,2020-06-19 00:00:00,7,43,8.8,man,2020-01-15 15:58:00,2020-01-15 17:34:00,30,6,2020
Berlin,pay_per_minute,a811983e-a,9840,2020-10-06 00:00:00,13,21,5.32,man,2020-01-15 15:58:00,2020-01-15 17:34:00,30,10,2020
Berlin,pay_per_minute,a811983e-a,9840,2020-10-06 00:00:00,13,21,5.32,man,2020-01-15 15:58:00,2020-01-15 17:34:00,30,10,2020
Berlin,pay_per_minute,d7f1dde1-4,9840,2020-01-31 00:00:00,4,10,3.3,man,2020-01-15 15:58:00,2020-01-15 17:34:00,30,1,2020
Berlin,pay_per_minute,b1e029cc-f,9840,2020-02-17 00:00:00,20,46,9.2,man,2020-01-15 15:58:00,2020-01-15 17:34:00,30,2,2020
Berlin,pay_per_minute,8e6e09eb-a,3905,2020-05-08 00:00:00,8,18,4.59,man,2020-09-06 11:54:00,2020-12-06 22:28:00,35,5,2020
Berlin,pay_per_minute,f2d0921c-d,3905,2020-06-25 00:00:00,10,15,3.0,man,2020-09-06 11:54:00,2020-12-06 22:28:00,35,6,2020
Berlin,pay_per_minute,f2d0921c-d,3905,2020-06-25 00:00:00,10,15,3.0,man,2020-09-06 11:54:00,2020-12-06 22:28:00,35,6,2020
Berlin,pay_per_minute,f2d0921c-d,3905,2020-06-25 00:00:00,10,15,3.0,man,2020-09-06 11:54:00,2020-12-06 22:28:00,35,6,2020
Berlin,pay_per_minute,4721cc11-3,3905,2020-06-13 00:00:00,7,21,4.4,man,2020-09-06 11:54:00,2020-12-06 22:28:00,35,6,2020
Berlin,pay_per_minute,3d75b732-b,5548,2020-07-29 00:00:00,2,6,1.2,man,2020-05-04 12:55:00,2020-05-04 14:06:00,60,7,2020
Berlin,pay_per_minute,42fae8de-6,5548,2020-08-30 00:00:00,4,11,2.2,man,2020-05-04 12:55:00,2020-05-04 14:06:00,60,8,2020
Berlin,pay_per_minute,354b47bc-6,5548,2020-08-06 00:00:00,1,4,1.0,man,2020-05-04 12:55:00,2020-05-04 14:06:00,60,8,2020
Berlin,pay_per_minute,acecec28-7,5548,2020-06-08 00:00:00,13,32,7.73,man,2020-05-04 12:55:00,2020-05-04 14:06:00,60,6,2020
Berlin,pay_per_minute,da039d41-8,5548,2020-02-08 00:00:00,1,3,0.8,man,2020-05-04 12:55:00,2020-05-04 14:06:00,60,2,2020
Berlin,pay_per_minute,42fae8de-6,5548,2020-08-30 00:00:00,4,11,2.2,man,2020-05-04 12:55:00,2020-05-04 14:06:00,60,8,2020
Berlin,pay_per_minute,7abbd96f-4,5548,2020-04-06 00:00:00,2,7,1.4,man,2020-05-04 12:55:00,2020-05-04 14:06:00,60,4,2020
Berlin,pay_per_minute,7db81c58-e,5548,2020-11-06 00:00:00,1,7,1.6,man,2020-05-04 12:55:00,2020-05-04 14:06:00,60,11,2020
Berlin,pay_per_minute,780f8a43-0,5548,2020-05-08 00:00:00,1,4,1.0,man,2020-05-04 12:55:00,2020-05-04 14:06:00,60,5,2020
Berlin,pay_per_hour,1558eda3-e,5548,2020-03-06 00:00:00,18,93,11.17,man,2020-05-04 12:55:00,2020-05-04 14:06:00,60,3,2020
Berlin,pay_per_minute,ef311320-f,493,2020-08-19 00:00:00,5,16,4.53,Woman,2020-08-15 20:30:00,2020-08-15 21:49:00,22,8,2020
Berlin,pay_per_minute,fdc6fefc-a,493,2020-08-26 00:00:00,4,15,3.87,Woman,2020-08-15 20:30:00,2020-08-15 21:49:00,22,8,2020
Berlin,pay_per_minute,48058fbe-d,4643,2020-07-21 00:00:00,8,35,7.2,man,2020-05-27 07:58:00,2020-07-17 11:07:00,28,7,2020
Berlin,pay_per_minute,2e05d372-a,4643,2020-07-20 00:00:00,11,26,6.28,man,2020-05-27 07:58:00,2020-07-17 11:07:00,28,7,2020
Berlin,pay_per_hour,e14f8156-c,2888,2020-06-28 00:00:00,0,5,9.15,Woman,2020-06-28 14:20:00,2020-06-28 15:41:00,22,6,2020
Berlin,pay_per_minute,cecd2558-0,153,2020-08-26 00:00:00,20,44,6.7,man,2020-08-26 11:58:00,2020-08-26 12:58:00,24,8,2020
Berlin,pay_per_minute,868a3142-7,1690,2020-07-28 00:00:00,8,51,12.57,man,2020-07-19 23:16:00,2020-07-27 19:53:00,37,7,2020
Berlin,pay_per_minute,868a3142-7,1690,2020-07-28 00:00:00,8,51,12.57,man,2020-07-19 23:16:00,2020-07-27 19:53:00,37,7,2020
Hamburg,pay_per_minute,84dcc8a1-a,6200,2020-07-15 00:00:00,12,19,4.55,Woman,2020-07-03 16:29:00,2020-07-03 21:44:00,28,7,2020
Hamburg,pay_per_minute,7ee81c87-7,6200,2020-08-30 00:00:00,8,20,4.3,Woman,2020-07-03 16:29:00,2020-07-03 21:44:00,28,8,2020
Berlin,pay_per_minute,60664de8-4,5808,2020-08-27 00:00:00,7,29,8.22,man,2020-03-14 16:34:00,2020-03-14 17:42:00,25,8,2020
Berlin,pay_per_minute,db7c4c8c-c,4907,2020-05-23 00:00:00,6,19,4.83,man,2020-05-21 09:57:00,2020-05-21 12:05:00,28,5,2020
Hamburg,pay_per_minute,e5921139-5,9115,2020-07-28 00:00:00,4,15,3.44,man,2020-01-24 20:45:00,2020-01-24 21:52:00,24,7,2020
Hamburg,pay_per_minute,6f5bd9cd-0,9115,2020-11-07 00:00:00,5,10,2.18,man,2020-01-24 20:45:00,2020-01-24 21:52:00,24,11,2020
Hamburg,pay_per_minute,e096c903-1,9115,2020-07-03 00:00:00,4,17,3.65,man,2020-01-24 20:45:00,2020-01-24 21:52:00,24,7,2020
Hamburg,pay_per_minute,a3741872-0,9115,2020-01-27 00:00:00,2,5,0.0,man,2020-01-24 20:45:00,2020-01-24 21:52:00,24,1,2020
Hamburg,pay_per_minute,9ea7a737-3,9115,2020-01-31 00:00:00,1,8,0.0,man,2020-01-24 20:45:00,2020-01-24 21:52:00,24,1,2020
Hamburg,pay_per_minute,c18d8d6d-9,9115,2020-06-03 00:00:00,3,10,2.18,man,2020-01-24 20:45:00,2020-01-24 21:52:00,24,6,2020
Hamburg,pay_per_minute,23b962f6-b,6650,2020-06-28 00:00:00,7,18,4.61,man,2020-01-03 10:19:00,2020-01-03 11:14:00,54,6,2020
Hamburg,pay_per_minute,23b962f6-b,6650,2020-06-28 00:00:00,7,18,4.61,man,2020-01-03 10:19:00,2020-01-03 11:14:00,54,6,2020
Berlin,pay_per_minute,ec6de403-f,9660,2020-08-17 00:00:00,0,13,3.14,man,2020-01-17 17:31:00,2020-01-27 20:17:00,42,8,2020
Berlin,pay_per_hour,7927a9aa-b,9660,2020-02-23 00:00:00,62,150,28.31,man,2020-01-17 17:31:00,2020-01-27 20:17:00,42,2,2020
Berlin,pay_per_minute,b911825d-e,9660,2020-05-18 00:00:00,3,23,5.56,man,2020-01-17 17:31:00,2020-01-27 20:17:00,42,5,2020
Berlin,pay_per_hour,83966241-4,9660,2020-07-02 00:00:00,10,56,14.99,man,2020-01-17 17:31:00,2020-01-27 20:17:00,42,7,2020
Berlin,pay_per_hour,7927a9aa-b,9660,2020-02-23 00:00:00,62,150,28.31,man,2020-01-17 17:31:00,2020-01-27 20:17:00,42,2,2020
Berlin,pay_per_minute,93ede945-2,9660,2020-12-02 00:00:00,9,41,7.41,man,2020-01-17 17:31:00,2020-01-27 20:17:00,42,12,2020
Berlin,pay_per_hour,6eac52f5-d,3602,2020-06-22 00:00:00,55,70,20.37,man,2020-06-14 17:44:00,2020-06-15 22:04:00,22,6,2020
Berlin,pay_per_minute,c07113e7-2,3602,2020-06-16 00:00:00,12,24,6.04,man,2020-06-14 17:44:00,2020-06-15 22:04:00,22,6,2020
Berlin,pay_per_minute,64fc821d-6,3602,2020-06-19 00:00:00,10,28,6.77,man,2020-06-14 17:44:00,2020-06-15 22:04:00,22,6,2020
Berlin,pay_per_hour,a37cbc14-e,3602,2020-02-08 00:00:00,30,254,45.45,man,2020-06-14 17:44:00,2020-06-15 22:04:00,22,2,2020
Berlin,pay_per_hour,a37cbc14-e,3602,2020-02-08 00:00:00,30,254,45.45,man,2020-06-14 17:44:00,2020-06-15 22:04:00,22,2,2020
Berlin,pay_per_minute,9d35bf0a-1,3602,2020-07-19 00:00:00,7,11,2.4,man,2020-06-14 17:44:00,2020-06-15 22:04:00,22,7,2020
Berlin,pay_per_minute,2e9604e3-e,3602,2020-03-08 00:00:00,5,12,2.9,man,2020-06-14 17:44:00,2020-06-15 22:04:00,22,3,2020
Berlin,pay_per_minute,c9df8c4d-0,9399,2020-03-16 00:00:00,19,149,25.83,man,2020-01-20 15:34:00,2020-03-16 19:15:00,31,3,2020
Berlin,pay_per_minute,2eeffb8f-4,9399,2020-03-21 00:00:00,2,9,2.55,man,2020-01-20 15:34:00,2020-03-16 19:15:00,31,3,2020
Berlin,pay_per_minute,632a5755-3,9399,2020-01-04 00:00:00,4,12,3.68,man,2020-01-20 15:34:00,2020-03-16 19:15:00,31,1,2020
Berlin,pay_per_minute,c9df8c4d-0,9399,2020-03-16 00:00:00,19,149,25.83,man,2020-01-20 15:34:00,2020-03-16 19:15:00,31,3,2020
Berlin,pay_per_hour,23c4f303-f,9399,2020-03-30 00:00:00,18,86,14.99,man,2020-01-20 15:34:00,2020-03-16 19:15:00,31,3,2020
Berlin,pay_per_minute,c9df8c4d-0,9399,2020-03-16 00:00:00,19,149,25.83,man,2020-01-20 15:34:00,2020-03-16 19:15:00,31,3,2020
Berlin,pay_per_hour,23c4f303-f,9399,2020-03-30 00:00:00,18,86,14.99,man,2020-01-20 15:34:00,2020-03-16 19:15:00,31,3,2020
Berlin,pay_per_minute,67776fbe-7,9399,2020-03-21 00:00:00,12,32,9.35,man,2020-01-20 15:34:00,2020-03-16 19:15:00,31,3,2020
Berlin,pay_per_hour,b762afd5-2,9399,2020-03-27 00:00:00,44,96,14.99,man,2020-01-20 15:34:00,2020-03-16 19:15:00,31,3,2020
Hamburg,pay_per_minute,67c37b82-a,7006,2020-05-03 00:00:00,4,13,3.01,Woman,2020-02-24 21:40:00,2020-02-25 14:40:00,20,5,2020
Hamburg,pay_per_minute,e34a4f74-4,7006,2020-03-03 00:00:00,3,10,1.91,Woman,2020-02-24 21:40:00,2020-02-25 14:40:00,20,3,2020
Hamburg,pay_per_minute,e2ad1b97-a,7006,2020-04-03 00:00:00,2,9,1.79,Woman,2020-02-24 21:40:00,2020-02-25 14:40:00,20,4,2020
Hamburg,pay_per_minute,e2ad1b97-a,7006,2020-04-03 00:00:00,2,9,1.79,Woman,2020-02-24 21:40:00,2020-02-25 14:40:00,20,4,2020
Hamburg,pay_per_minute,a7be9c19-2,7006,2020-02-25 00:00:00,2,13,0.0,Woman,2020-02-24 21:40:00,2020-02-25 14:40:00,20,2,2020
Berlin,pay_per_minute,6d5cbecb-4,3865,2020-01-07 00:00:00,8,32,7.73,man,2020-10-06 11:07:00,2020-06-16 06:51:00,34,1,2020
Berlin,pay_per_minute,02117210-4,3865,2020-08-22 00:00:00,8,27,5.4,man,2020-10-06 11:07:00,2020-06-16 06:51:00,34,8,2020
Berlin,pay_per_minute,0725be36-1,3865,2020-03-07 00:00:00,8,31,7.73,man,2020-10-06 11:07:00,2020-06-16 06:51:00,34,3,2020
Berlin,pay_per_minute,a419afdc-d,3865,2020-07-19 00:00:00,8,19,4.59,man,2020-10-06 11:07:00,2020-06-16 06:51:00,34,7,2020
Berlin,pay_per_minute,831288e1-f,3865,2020-03-07 00:00:00,8,16,3.87,man,2020-10-06 11:07:00,2020-06-16 06:51:00,34,3,2020
Berlin,pay_per_minute,2b6ebc33-9,3865,2020-06-26 00:00:00,9,20,5.07,man,2020-10-06 11:07:00,2020-06-16 06:51:00,34,6,2020
Berlin,pay_per_minute,87f8bfe9-c,5588,2020-04-06 00:00:00,5,15,3.87,Woman,2020-03-31 01:02:00,2020-03-04 19:58:00,28,4,2020
Berlin,pay_per_minute,f15f2fe3-0,5588,2020-05-29 00:00:00,5,46,9.2,Woman,2020-03-31 01:02:00,2020-03-04 19:58:00,28,5,2020
Berlin,pay_per_hour,a4d30648-6,5588,2020-08-21 00:00:00,15,129,12.86,Woman,2020-03-31 01:02:00,2020-03-04 19:58:00,28,8,2020
Berlin,pay_per_minute,6977d17d-2,5588,2020-11-08 00:00:00,4,12,3.14,Woman,2020-03-31 01:02:00,2020-03-04 19:58:00,28,11,2020
Berlin,pay_per_minute,1a845a4c-5,5588,2020-12-07 00:00:00,5,16,3.4,Woman,2020-03-31 01:02:00,2020-03-04 19:58:00,28,12,2020
Berlin,pay_per_minute,26adb7fc-9,5588,2020-03-07 00:00:00,4,11,2.66,Woman,2020-03-31 01:02:00,2020-03-04 19:58:00,28,3,2020
Berlin,pay_per_minute,a60a04cb-5,5588,2020-04-18 00:00:00,4,13,2.6,Woman,2020-03-31 01:02:00,2020-03-04 19:58:00,28,4,2020
Berlin,pay_per_minute,734895a1-c,5588,2020-07-20 00:00:00,6,28,6.77,Woman,2020-03-31 01:02:00,2020-03-04 19:58:00,28,7,2020
Berlin,pay_per_minute,c1550273-3,5588,2020-07-30 00:00:00,4,28,5.6,Woman,2020-03-31 01:02:00,2020-03-04 19:58:00,28,7,2020
Berlin,pay_per_minute,26adb7fc-9,5588,2020-03-07 00:00:00,4,11,2.66,Woman,2020-03-31 01:02:00,2020-03-04 19:58:00,28,3,2020
Berlin,pay_per_minute,6085817a-0,5588,2020-06-13 00:00:00,5,24,4.8,Woman,2020-03-31 01:02:00,2020-03-04 19:58:00,28,6,2020
Berlin,pay_per_minute,2cc8386a-2,5588,2020-08-06 00:00:00,9,31,7.73,Woman,2020-03-31 01:02:00,2020-03-04 19:58:00,28,8,2020
Berlin,pay_per_minute,05650eaa-d,5588,2020-09-08 00:00:00,5,17,4.35,Woman,2020-03-31 01:02:00,2020-03-04 19:58:00,28,9,2020
Berlin,pay_per_minute,b5412227-a,5588,2020-08-13 00:00:00,7,22,1.15,Woman,2020-03-31 01:02:00,2020-03-04 19:58:00,28,8,2020
Berlin,pay_per_minute,23222b6c-3,5588,2020-03-06 00:00:00,5,14,3.62,Woman,2020-03-31 01:02:00,2020-03-04 19:58:00,28,3,2020
Berlin,pay_per_minute,2dfa2af3-f,5588,2020-01-08 00:00:00,4,16,3.2,Woman,2020-03-31 01:02:00,2020-03-04 19:58:00,28,1,2020
Berlin,pay_per_minute,b8e5b024-4,5588,2020-04-23 00:00:00,6,18,3.6,Woman,2020-03-31 01:02:00,2020-03-04 19:58:00,28,4,2020
Berlin,pay_per_minute,e1754b98-0,5588,2020-04-08 00:00:00,3,12,3.68,Woman,2020-03-31 01:02:00,2020-03-04 19:58:00,28,4,2020
Berlin,pay_per_minute,cd29a1eb-4,5588,2020-06-13 00:00:00,4,12,2.4,Woman,2020-03-31 01:02:00,2020-03-04 19:58:00,28,6,2020
Berlin,pay_per_hour,061aad1d-5,5047,2020-05-17 00:00:00,54,169,25.2,man,2020-05-17 12:49:00,2020-05-17 15:54:00,27,5,2020
Hamburg,pay_per_minute,e28828b5-7,1801,2020-02-08 00:00:00,6,14,2.98,man,2020-07-17 19:10:00,2020-07-17 21:09:00,22,2,2020
Hamburg,pay_per_minute,0246887a-e,1801,2020-03-08 00:00:00,6,23,4.94,man,2020-07-17 19:10:00,2020-07-17 21:09:00,22,3,2020
Hamburg,pay_per_minute,08cae965-4,1801,2020-12-08 00:00:00,3,9,1.98,man,2020-07-17 19:10:00,2020-07-17 21:09:00,22,12,2020
Hamburg,pay_per_minute,e302f7be-5,1801,2020-04-08 00:00:00,1,7,1.39,man,2020-07-17 19:10:00,2020-07-17 21:09:00,22,4,2020
Hamburg,pay_per_minute,d2c19037-0,1801,2020-07-19 00:00:00,5,14,3.01,man,2020-07-17 19:10:00,2020-07-17 21:09:00,22,7,2020
Hamburg,pay_per_minute,8a59d384-a,1801,2020-08-18 00:00:00,3,10,2.18,man,2020-07-17 19:10:00,2020-07-17 21:09:00,22,8,2020
Hamburg,pay_per_minute,0246887a-e,1801,2020-03-08 00:00:00,6,23,4.94,man,2020-07-17 19:10:00,2020-07-17 21:09:00,22,3,2020
Hamburg,pay_per_minute,9598e327-d,1801,2020-07-20 00:00:00,7,16,3.17,man,2020-07-17 19:10:00,2020-07-17 21:09:00,22,7,2020
Hamburg,pay_per_minute,312a2710-5,1801,2020-04-08 00:00:00,0,1,0.0,man,2020-07-17 19:10:00,2020-07-17 21:09:00,22,4,2020
Hamburg,pay_per_minute,a506260f-a,1801,2020-07-17 00:00:00,0,7,1.79,man,2020-07-17 19:10:00,2020-07-17 21:09:00,22,7,2020
Hamburg,pay_per_minute,77066f3c-a,1801,2020-08-31 00:00:00,1,5,1.29,man,2020-07-17 19:10:00,2020-07-17 21:09:00,22,8,2020
Hamburg,pay_per_minute,e76c4a7a-4,1801,2020-07-23 00:00:00,3,8,2.05,man,2020-07-17 19:10:00,2020-07-17 21:09:00,22,7,2020
Berlin,pay_per_hour,cfa0e163-1,7001,2020-05-27 00:00:00,7,61,9.43,man,2020-02-24 23:58:00,2020-12-05 19:43:00,23,5,2020
Berlin,pay_per_hour,706162d4-4,7001,2020-05-18 00:00:00,18,116,14.51,man,2020-02-24 23:58:00,2020-12-05 19:43:00,23,5,2020
Hamburg,pay_per_minute,c23cd32b-c,9254,2020-01-27 00:00:00,6,17,0.0,man,2020-01-22 21:03:00,2020-01-24 06:54:00,39,1,2020
Hamburg,pay_per_minute,7c346c99-5,1875,2020-07-24 00:00:00,1,9,2.31,Woman,2020-07-16 11:17:00,2020-07-16 14:25:00,26,7,2020
Hamburg,pay_per_minute,cdc77990-a,1875,2020-07-24 00:00:00,3,12,2.26,Woman,2020-07-16 11:17:00,2020-07-16 14:25:00,26,7,2020
Hamburg,pay_per_minute,d1734fb4-d,1875,2020-07-17 00:00:00,5,16,0.18,Woman,2020-07-16 11:17:00,2020-07-16 14:25:00,26,7,2020
Hamburg,pay_per_minute,ea78367e-4,1875,2020-07-16 00:00:00,3,9,0.0,Woman,2020-07-16 11:17:00,2020-07-16 14:25:00,26,7,2020
Hamburg,pay_per_minute,b717f79a-e,8190,2020-12-02 00:00:00,5,23,4.76,Woman,2020-06-02 19:00:00,2020-07-02 01:28:00,28,12,2020
Hamburg,pay_per_minute,cbe8e020-a,8190,2020-11-02 00:00:00,1,11,1.73,Woman,2020-06-02 19:00:00,2020-07-02 01:28:00,28,11,2020
Hamburg,pay_per_minute,4962dcf1-d,8190,2020-02-13 00:00:00,6,17,4.07,Woman,2020-06-02 19:00:00,2020-07-02 01:28:00,28,2,2020
Hamburg,pay_per_minute,b2c7e3d4-e,8190,2020-07-22 00:00:00,4,23,4.94,Woman,2020-06-02 19:00:00,2020-07-02 01:28:00,28,7,2020
Hamburg,pay_per_minute,c002f685-0,8190,2020-04-03 00:00:00,6,13,2.43,Woman,2020-06-02 19:00:00,2020-07-02 01:28:00,28,4,2020
Berlin,pay_per_minute,818a47be-5,5407,2020-08-25 00:00:00,7,43,8.6,man,2020-04-26 00:07:00,2020-04-26 18:18:00,54,8,2020
Berlin,pay_per_minute,7ef7f85a-e,5407,2020-06-28 00:00:00,6,15,3.62,man,2020-04-26 00:07:00,2020-04-26 18:18:00,54,6,2020
Berlin,pay_per_minute,d1726a88-8,5407,2020-08-05 00:00:00,6,18,3.6,man,2020-04-26 00:07:00,2020-04-26 18:18:00,54,8,2020
Berlin,pay_per_minute,988efe1e-a,5407,2020-02-08 00:00:00,15,217,43.6,man,2020-04-26 00:07:00,2020-04-26 18:18:00,54,2,2020
Berlin,pay_per_minute,6684e987-9,5407,2020-04-28 00:00:00,0,1,0.0,man,2020-04-26 00:07:00,2020-04-26 18:18:00,54,4,2020
Berlin,pay_per_minute,bb5060fa-5,5407,2020-08-29 00:00:00,0,0,0.0,man,2020-04-26 00:07:00,2020-04-26 18:18:00,54,8,2020
Hamburg,pay_per_minute,25378ab2-3,3902,2020-07-15 00:00:00,2,12,2.58,man,2020-09-06 12:13:00,2020-10-06 07:57:00,32,7,2020
Hamburg,pay_per_minute,0afa9735-c,3902,2020-07-25 00:00:00,3,11,2.36,man,2020-09-06 12:13:00,2020-10-06 07:57:00,32,7,2020
Hamburg,pay_per_minute,0afa9735-c,3902,2020-07-25 00:00:00,3,11,2.36,man,2020-09-06 12:13:00,2020-10-06 07:57:00,32,7,2020
Hamburg,pay_per_minute,a503d77d-8,3902,2020-06-28 00:00:00,1,8,1.72,man,2020-09-06 12:13:00,2020-10-06 07:57:00,32,6,2020
Hamburg,pay_per_minute,b8a89af8-6,3902,2020-06-21 00:00:00,3,12,2.79,man,2020-09-06 12:13:00,2020-10-06 07:57:00,32,6,2020
Hamburg,pay_per_minute,d758bda8-4,3902,2020-07-07 00:00:00,1,17,3.65,man,2020-09-06 12:13:00,2020-10-06 07:57:00,32,7,2020
Hamburg,pay_per_minute,33ca9522-1,6485,2020-10-03 00:00:00,6,27,7.17,man,2020-03-03 18:34:00,2020-03-03 19:25:00,48,10,2020
Berlin,pay_per_minute,f7cbfd31-f,9057,2020-07-05 00:00:00,6,12,2.9,man,2020-01-25 13:28:00,2020-01-02 02:46:00,21,7,2020
Berlin,pay_per_minute,f3317da6-9,9057,2020-02-04 00:00:00,5,30,7.25,man,2020-01-25 13:28:00,2020-01-02 02:46:00,21,2,2020
